time,telnetToServerPossible
16:56:04,True
16:56:04,True
16:56:05,True
16:56:05,True
16:56:06,True
16:56:06,True
16:56:07,True
16:56:07,True
16:56:08,True
16:56:08,True
16:56:09,True
16:56:09,True
16:56:10,True
16:56:10,True
16:56:11,True
16:56:11,True
16:56:12,True
16:56:12,True
16:56:13,True
16:56:13,True
16:56:14,True
16:56:14,True
16:56:15,True
16:56:15,True
16:56:16,True
16:56:16,True
16:56:17,True
16:56:17,True
16:56:18,True
16:56:18,True
16:56:19,True
16:56:19,True
16:56:20,True
16:56:20,True
16:56:21,True
16:56:21,True
16:56:22,True
16:56:22,True
16:56:23,True
16:56:23,True
16:56:24,True
16:56:24,True
16:56:25,True
16:56:25,True
16:56:26,True
16:56:26,True
16:56:27,True
16:56:27,True
16:56:28,True
16:56:28,True
16:56:29,True
16:56:29,True
16:56:30,True
16:56:30,True
16:56:31,True
16:56:31,True
16:56:32,True
16:56:32,True
16:56:33,True
16:56:33,True
16:56:34,True
16:56:34,True
16:56:35,True
16:56:35,True
16:56:36,True
16:56:36,True
16:56:37,True
16:56:37,True
16:56:38,True
16:56:38,True
16:56:39,True
16:56:39,True
16:56:40,True
16:56:40,True
16:56:41,True
16:56:41,True
16:56:42,True
16:56:42,True
16:56:43,True
16:56:43,True
16:56:44,True
16:56:44,True
16:56:45,True
16:56:45,True
16:56:46,True
16:56:46,True
16:56:47,True
16:56:47,True
16:56:48,True
16:56:48,True
16:56:49,True
16:56:49,True
16:56:50,True
16:56:50,True
16:56:51,True
16:56:51,True
16:56:52,True
16:56:52,True
16:56:53,True
16:56:53,True
16:56:54,True
16:56:55,True
16:56:55,True
16:56:56,True
16:56:56,True
16:56:57,True
16:56:57,True
16:56:58,True
16:56:58,True
16:56:59,True
16:56:59,True
16:57:00,True
16:57:00,True
16:57:01,True
16:57:01,True
16:57:02,True
16:57:02,True
16:57:03,True
16:57:03,True
16:57:04,True
16:57:04,True
16:57:05,True
16:57:05,True
16:57:06,True
16:57:06,True
16:57:07,True
16:57:07,True
16:57:08,True
16:57:08,True
16:57:09,True
16:57:09,True
16:57:10,True
16:57:10,True
16:57:11,True
16:57:11,True
16:57:12,True
16:57:12,True
16:57:13,True
16:57:13,True
16:57:14,True
16:57:14,True
16:57:15,True
16:57:15,True
16:57:16,True
16:57:16,True
16:57:17,True
16:57:17,True
16:57:18,True
16:57:18,True
16:57:19,True
16:57:19,True
16:57:20,True
16:57:20,True
16:57:21,True
16:57:21,True
16:57:22,True
16:57:22,True
16:57:23,True
16:57:23,True
16:57:24,True
16:57:24,True
16:57:25,True
16:57:25,True
16:57:26,True
16:57:26,True
16:57:27,True
16:57:27,True
16:57:28,True
16:57:28,True
16:57:29,True
16:57:29,True
16:57:30,True
16:57:30,True
16:57:31,True
16:57:31,True
16:57:32,True
16:57:32,True
16:57:33,True
16:57:33,True
16:57:34,True
16:57:34,True
16:57:35,True
16:57:35,True
16:57:36,True
16:57:36,True
16:57:37,True
16:57:37,True
16:57:38,True
16:57:38,True
16:57:39,True
16:57:39,True
16:57:40,True
16:57:40,True
16:57:41,True
16:57:41,True
16:57:42,True
16:57:42,True
16:57:43,True
16:57:43,True
16:57:44,True
16:57:44,True
16:57:45,True
16:57:45,True
16:57:46,True
16:57:46,True
16:57:47,True
16:57:47,True
16:57:48,True
16:57:48,True
16:57:49,True
16:57:49,True
16:57:50,True
16:57:51,True
16:57:51,True
16:57:52,True
16:57:52,True
16:57:53,True
16:57:53,True
16:57:54,True
16:57:54,True
16:57:55,True
16:57:55,True
16:57:56,True
16:57:56,True
16:57:57,True
16:57:57,True
16:57:58,True
16:57:58,True
16:57:59,True
16:57:59,True
16:58:00,True
16:58:00,True
16:58:01,True
16:58:01,True
16:58:02,True
16:58:02,True
16:58:03,True
16:58:03,True
16:58:04,True
16:58:04,True
16:58:05,True
16:58:05,True
16:58:06,True
16:58:06,True
16:58:07,True
16:58:07,True
16:58:08,True
16:58:08,True
16:58:09,True
16:58:09,True
16:58:10,True
16:58:10,True
16:58:11,True
16:58:11,True
16:58:12,True
16:58:12,True
16:58:13,True
16:58:13,True
16:58:14,True
16:58:14,True
16:58:15,True
16:58:15,True
16:58:16,True
16:58:16,True
16:58:17,True
16:58:17,True
16:58:18,True
16:58:18,True
16:58:19,True
16:58:19,True
16:58:20,True
16:58:20,True
16:58:21,True
16:58:21,True
16:58:22,True
16:58:22,True
16:58:23,True
16:58:23,True
16:58:24,True
16:58:25,True
16:58:25,True
16:58:26,True
16:58:26,True
16:58:27,True
16:58:27,True
16:58:28,True
16:58:28,True
16:58:29,True
16:58:29,True
16:58:30,True
16:58:30,True
16:58:31,True
16:58:31,True
16:58:32,True
16:58:32,True
16:58:33,True
16:58:33,True
16:58:34,True
16:58:34,True
16:58:35,True
16:58:35,True
16:58:36,True
16:58:36,True
16:58:37,True
16:58:37,True
16:58:38,True
16:58:38,True
16:58:39,True
16:58:39,True
16:58:40,True
16:58:40,True
16:58:41,True
16:58:41,True
16:58:42,True
16:58:42,True
16:58:43,True
16:58:43,True
16:58:44,True
16:58:44,True
16:58:45,True
16:58:45,True
16:58:46,True
16:58:46,True
16:58:47,True
16:58:47,True
16:58:48,True
16:58:48,True
16:58:49,True
16:58:49,True
16:58:50,True
16:58:50,True
16:58:51,True
16:58:51,True
16:58:52,True
16:58:52,True
16:58:53,True
16:58:53,True
16:58:54,True
16:58:54,True
16:58:55,True
16:58:55,True
16:58:56,True
16:58:56,True
16:58:57,True
16:58:57,True
16:58:58,True
16:58:58,True
16:58:59,True
16:58:59,True
16:59:00,True
16:59:00,True
16:59:01,True
16:59:01,True
16:59:02,True
16:59:02,True
16:59:03,True
16:59:03,True
16:59:04,True
16:59:04,True
16:59:05,True
16:59:05,True
16:59:06,True
16:59:06,True
16:59:07,True
16:59:07,True
16:59:08,True
16:59:08,True
16:59:09,True
16:59:09,True
16:59:10,True
16:59:10,True
16:59:11,True
16:59:11,True
16:59:12,True
16:59:12,True
16:59:13,True
16:59:13,True
16:59:14,True
16:59:14,True
16:59:15,True
16:59:15,True
16:59:16,True
16:59:16,True
16:59:17,True
16:59:17,True
16:59:18,True
16:59:18,True
16:59:19,True
16:59:19,True
16:59:20,True
16:59:20,True
16:59:21,True
16:59:21,True
16:59:22,True
16:59:22,True
16:59:23,True
16:59:23,True
16:59:24,True
16:59:24,True
16:59:25,True
16:59:25,True
16:59:26,True
16:59:26,True
16:59:27,True
16:59:27,True
16:59:28,True
16:59:28,True
16:59:29,True
16:59:29,True
16:59:30,True
16:59:30,True
16:59:31,True
16:59:32,True
16:59:32,True
16:59:33,True
16:59:33,True
16:59:34,True
16:59:34,True
16:59:35,True
16:59:35,True
16:59:36,True
16:59:36,True
16:59:37,True
16:59:37,True
16:59:38,True
16:59:38,True
16:59:39,True
16:59:39,True
16:59:40,True
16:59:40,True
16:59:41,True
16:59:41,True
16:59:42,True
16:59:42,True
16:59:43,True
16:59:43,True
16:59:44,True
16:59:44,True
16:59:45,True
16:59:45,True
16:59:46,True
16:59:46,True
16:59:47,True
16:59:47,True
16:59:48,True
16:59:48,True
16:59:49,True
16:59:49,True
16:59:50,True
16:59:50,True
16:59:51,True
16:59:51,True
16:59:52,True
16:59:52,True
16:59:53,True
16:59:53,True
16:59:54,True
16:59:54,True
16:59:55,True
16:59:55,True
16:59:56,True
16:59:56,True
16:59:57,True
16:59:57,True
16:59:58,True
16:59:58,True
16:59:59,True
16:59:59,True
17:00:00,True
17:00:00,True
17:00:01,True
17:00:01,True
17:00:02,True
17:00:02,True
17:00:03,True
17:00:03,True
17:00:04,True
17:00:04,True
17:00:05,True
17:00:05,True
17:00:06,True
17:00:06,True
17:00:07,True
17:00:07,True
17:00:08,True
17:00:08,True
17:00:09,True
17:00:09,True
17:00:10,True
17:00:10,True
17:00:11,True
17:00:11,True
17:00:12,True
17:00:12,True
17:00:13,True
17:00:13,True
17:00:14,True
17:00:14,True
17:00:15,True
17:00:15,True
17:00:16,True
17:00:16,True
17:00:17,True
17:00:17,True
17:00:18,True
17:00:18,True
17:00:19,True
17:00:19,True
17:00:20,True
17:00:20,True
17:00:21,True
17:00:21,True
17:00:22,True
17:00:22,True
17:00:23,True
17:00:23,True
17:00:24,True
17:00:24,True
17:00:25,True
17:00:25,True
17:00:26,True
17:00:26,True
17:00:27,True
17:00:27,True
17:00:28,True
17:00:28,True
17:00:29,True
17:00:29,True
17:00:30,True
17:00:30,True
17:00:31,True
17:00:31,True
17:00:32,True
17:00:32,True
17:00:33,True
17:00:33,True
17:00:34,True
17:00:34,True
17:00:35,True
17:00:35,True
17:00:36,True
17:00:37,True
17:00:37,True
17:00:38,True
17:00:38,True
17:00:39,True
17:00:39,True
17:00:40,True
17:00:40,True
17:00:41,True
17:00:41,True
17:00:42,True
17:00:42,True
17:00:43,True
17:00:43,True
17:00:44,True
17:00:44,True
17:00:45,True
17:00:45,True
17:00:46,True
17:00:46,True
17:00:47,True
17:00:47,True
17:00:48,True
17:00:48,True
17:00:49,True
17:00:49,True
17:00:50,True
17:00:50,True
17:00:51,True
17:00:51,True
17:00:52,True
17:00:52,True
17:00:53,True
17:00:53,True
17:00:54,True
17:00:54,True
17:00:55,True
17:00:55,True
17:00:56,True
17:00:56,True
17:00:57,True
17:00:57,True
17:00:58,True
17:00:58,True
17:00:59,True
17:00:59,True
17:01:00,True
17:01:00,True
17:01:01,True
17:01:01,True
17:01:02,True
17:01:02,True
17:01:03,True
17:01:03,True
17:01:04,True
17:01:04,True
17:01:05,True
17:01:05,True
17:01:06,True
17:01:06,True
17:01:07,True
17:01:07,True
17:01:08,True
17:01:08,True
17:01:09,True
17:01:09,True
17:01:10,True
17:01:10,True
17:01:11,True
17:01:11,True
17:01:12,True
17:01:12,True
17:01:13,True
17:01:13,True
17:01:14,True
17:01:14,True
17:01:15,True
17:01:15,True
17:01:16,True
17:01:16,True
17:01:17,True
17:01:18,True
17:01:18,True
17:01:19,True
17:01:19,True
17:01:20,True
17:01:20,True
17:01:21,True
17:01:21,True
17:01:22,True
17:01:22,True
17:01:23,True
17:01:23,True
17:01:24,True
17:01:24,True
17:01:25,True
17:01:25,True
17:01:26,True
17:01:26,True
17:01:27,True
17:01:27,True
17:01:28,True
17:01:28,True
17:01:29,True
17:01:29,True
17:01:30,True
17:01:30,True
17:01:31,True
17:01:31,True
17:01:32,True
17:01:32,True
17:01:33,True
17:01:33,True
17:01:34,True
17:01:34,True
17:01:35,True
17:01:35,True
17:01:36,True
17:01:36,True
17:01:37,True
17:01:38,True
17:01:38,True
17:01:39,True
17:01:39,True
17:01:40,True
17:01:40,True
17:01:41,True
17:01:41,True
17:01:42,True
17:01:42,True
17:01:43,True
17:01:43,True
17:01:44,True
17:01:44,True
17:01:45,True
17:01:45,True
17:01:46,True
17:01:46,True
17:01:47,True
17:01:47,True
17:01:48,True
17:01:48,True
17:01:49,True
17:01:49,True
17:01:50,True
17:01:50,True
17:01:51,True
17:01:51,True
17:01:52,True
17:01:52,True
17:01:53,True
17:01:53,True
17:01:54,True
17:01:54,True
17:01:55,True
17:01:55,True
17:01:56,True
17:01:56,True
17:01:57,True
17:01:57,True
17:01:58,True
17:01:58,True
17:01:59,True
17:01:59,True
17:02:00,True
17:02:00,True
17:02:01,True
17:02:01,True
17:02:02,True
17:02:02,True
17:02:03,True
17:02:03,True
17:02:04,True
17:02:04,True
17:02:05,True
17:02:05,True
17:02:06,True
17:02:06,True
17:02:07,True
17:02:07,True
17:02:08,True
17:02:08,True
17:02:09,True
17:02:09,True
17:02:10,True
17:02:10,True
17:02:11,True
17:02:11,True
17:02:12,True
17:02:12,True
17:02:13,True
17:02:13,True
17:02:14,True
17:02:14,True
17:02:15,True
17:02:15,True
17:02:16,True
17:02:16,True
17:02:17,True
17:02:18,True
17:02:18,True
17:02:19,True
17:02:19,True
17:02:20,True
17:02:20,True
17:02:21,True
17:02:21,True
17:02:22,True
17:02:22,True
17:02:23,True
17:02:23,True
17:02:24,True
17:02:24,True
17:02:25,True
17:02:25,True
17:02:26,True
17:02:26,True
17:02:27,True
17:02:27,True
17:02:28,True
17:02:28,True
17:02:29,True
17:02:29,True
17:02:30,True
17:02:31,True
17:02:31,True
17:02:32,True
17:02:32,True
17:02:33,True
17:02:33,True
17:02:34,True
17:02:34,True
17:02:35,True
17:02:35,True
17:02:36,True
17:02:36,True
17:02:37,True
17:02:37,True
17:02:38,True
17:02:38,True
17:02:39,True
17:02:39,True
17:02:40,True
17:02:40,True
17:02:41,True
17:02:41,True
17:02:42,True
17:02:42,True
17:02:43,True
17:02:43,True
17:02:44,True
17:02:44,True
17:02:45,True
17:02:45,True
17:02:46,True
17:02:46,True
17:02:47,True
17:02:47,True
17:02:48,True
17:02:48,True
17:02:49,True
17:02:49,True
17:02:50,True
17:02:50,True
