time,telnetToLocalPossible
11:51:02,True
11:51:02,True
11:51:03,True
11:51:03,True
11:51:04,True
11:51:04,True
11:51:05,True
11:51:05,True
11:51:06,True
11:51:06,True
11:51:07,True
11:51:07,True
11:51:08,True
11:51:08,True
11:51:09,True
11:51:09,True
11:51:10,True
11:51:10,True
11:51:11,True
11:51:11,True
11:51:12,True
11:51:12,True
11:51:13,True
11:51:14,True
11:51:14,True
11:51:15,True
11:51:15,True
11:51:16,True
11:51:16,True
11:51:17,True
11:51:17,True
11:51:18,True
11:51:18,True
11:51:19,True
11:51:19,True
11:51:20,True
11:51:20,True
11:51:21,True
11:51:21,True
11:51:22,True
11:51:22,True
11:51:23,True
11:51:23,True
11:51:24,True
11:51:24,True
11:51:25,True
11:51:25,True
11:51:26,True
11:51:26,True
11:51:27,True
11:51:27,True
11:51:28,True
11:51:28,True
11:51:29,True
11:51:29,True
11:51:30,True
11:51:30,True
11:51:31,True
11:51:31,True
11:51:32,True
11:51:32,True
11:51:33,True
11:51:34,True
11:51:34,True
11:51:35,True
11:51:35,True
11:51:36,True
11:51:36,True
11:51:37,True
11:51:37,True
11:51:38,True
11:51:38,True
11:51:39,True
11:51:39,True
11:51:40,True
11:51:40,True
11:51:41,True
11:51:41,True
11:51:42,True
11:51:42,True
11:51:43,True
11:51:43,True
11:51:44,True
11:51:44,True
11:51:45,True
11:51:45,True
11:51:46,True
11:51:46,True
11:51:47,True
11:51:47,True
11:51:48,True
11:51:49,True
11:51:49,True
11:51:50,True
11:51:50,True
11:51:51,True
11:51:51,True
11:51:52,True
11:51:52,True
11:51:53,True
11:51:53,True
11:51:54,True
11:51:54,True
11:51:55,True
11:51:55,True
11:51:56,True
11:51:56,True
11:51:57,True
11:51:57,True
11:51:58,True
11:51:58,True
11:51:59,True
11:51:59,True
11:52:00,True
11:52:00,True
11:52:01,True
11:52:01,True
11:52:02,True
11:52:02,True
11:52:03,True
11:52:03,True
11:52:04,True
11:52:05,True
11:52:05,True
11:52:06,True
11:52:06,True
11:52:07,True
11:52:07,True
11:52:08,True
11:52:08,True
11:52:09,True
11:52:09,True
11:52:10,True
11:52:10,True
11:52:11,True
11:52:11,True
11:52:12,True
11:52:12,True
11:52:13,True
11:52:13,True
11:52:14,True
11:52:14,True
11:52:15,True
11:52:15,True
11:52:16,True
11:52:16,True
11:52:17,True
11:52:17,True
11:52:18,True
11:52:18,True
11:52:19,True
11:52:20,True
11:52:20,True
11:52:21,True
11:52:21,True
11:52:22,True
11:52:22,True
11:52:23,True
11:52:23,True
11:52:24,True
11:52:24,True
11:52:25,True
11:52:25,True
11:52:26,True
11:52:26,True
11:52:27,True
11:52:27,True
11:52:28,True
11:52:28,True
11:52:29,True
11:52:29,True
11:52:30,True
11:52:30,True
11:52:31,True
11:52:31,True
11:52:32,True
11:52:32,True
