time,telnetToServerPossible
14:25:30,True
14:25:31,True
14:25:31,True
14:25:32,True
14:25:32,True
14:25:33,True
14:25:33,True
14:25:34,True
14:25:34,True
14:25:35,True
14:25:35,True
14:25:36,True
14:25:36,True
14:25:37,True
14:25:37,True
14:25:38,True
14:25:38,True
14:25:39,True
14:25:39,True
14:25:40,True
14:25:40,True
14:25:41,True
14:25:41,True
14:25:42,True
14:25:42,True
14:25:43,True
14:25:43,True
14:25:44,True
14:25:44,True
14:25:45,True
14:25:45,True
14:25:46,True
14:25:46,True
14:25:47,True
14:25:47,True
14:25:48,True
14:25:48,True
14:25:49,True
14:25:49,True
14:25:50,True
14:25:50,True
14:25:51,True
14:25:51,True
14:25:52,True
14:25:52,True
14:25:53,True
14:25:53,True
14:25:54,True
14:25:54,True
14:25:55,True
14:25:55,True
14:25:56,True
14:25:56,True
14:25:57,True
14:25:57,True
14:25:58,True
14:25:58,True
14:25:59,True
14:25:59,True
14:26:00,True
14:26:00,True
14:26:01,True
14:26:01,True
14:26:02,True
14:26:02,True
14:26:03,True
14:26:03,True
14:26:04,True
14:26:04,True
14:26:05,True
14:26:05,True
14:26:06,True
14:26:06,True
14:26:07,True
14:26:07,True
14:26:08,True
14:26:08,True
14:26:09,True
14:26:09,True
14:26:10,True
14:26:10,True
14:26:11,True
14:26:11,True
14:26:12,True
14:26:12,True
14:26:13,True
14:26:13,True
14:26:14,True
14:26:14,True
14:26:15,True
14:26:15,True
14:26:16,True
14:26:16,True
14:26:17,True
14:26:17,True
14:26:18,True
14:26:18,True
14:26:19,True
14:26:19,True
14:26:20,True
14:26:20,True
14:26:21,True
14:26:21,True
14:26:22,True
14:26:22,True
14:26:23,True
14:26:23,True
14:26:24,True
14:26:24,True
14:26:25,True
14:26:25,True
14:26:26,True
14:26:27,True
14:26:27,True
14:26:28,True
14:26:28,True
14:26:29,True
14:26:29,True
14:26:30,True
14:26:30,True
14:26:31,True
14:26:31,True
14:26:32,True
14:26:32,True
14:26:33,True
14:26:33,True
14:26:34,True
14:26:34,True
14:26:35,True
